N_unmapped	4290100	4290100	4290100
N_multimapping	4958991	4958991	4958991
N_noFeature	1317611	1318434	5518564
N_ambiguous	3	3	0
ENSCAFG00000020565	5436	5436	0
ENSCAFG00000020481	3317	3317	0
ENSCAFG00000026764	0	0	0
ENSCAFG00000025670	2020	2020	0
ENSCAFG00000020644	7	7	0
ENSCAFG00000025658	295	295	0
ENSCAFG00000025742	272	272	0
ENSCAFG00000043336	336	336	0
ENSCAFG00000025704	329	329	0
ENSCAFG00000044681	0	0	0
ENSCAFG00000025726	2731	2731	0
ENSCAFG00000020459	4884	4884	0
ENSCAFG00000038673	0	0	0
ENSCAFG00000048424	0	0	0
ENSCAFG00000027199	47	47	0
ENSCAFG00000025633	137	137	0
ENSCAFG00000043394	253	253	0
ENSCAFG00000022770	208	208	0
ENSCAFG00000025712	1978	1976	2
ENSCAFG00000022820	6	6	0
ENSCAFG00000025638	4105	4104	1
ENSCAFG00000048852	0	0	0
ENSCAFG00000022763	0	0	0
ENSCAFG00000020518	2608	2608	0
ENSCAFG00000026666	0	0	0
ENSCAFG00000042350	0	0	0
ENSCAFG00000025657	753	753	0
ENSCAFG00000022958	0	0	0
ENSCAFG00000044664	0	0	0
ENSCAFG00000020474	0	0	0
ENSCAFG00000044506	0	0	0
ENSCAFG00000027813	5	5	0
ENSCAFG00000022794	2291	2291	0
ENSCAFG00000025724	93	93	0
ENSCAFG00000025668	1	1	0
ENSCAFG00000025654	140	140	0
ENSCAFG00000022764	2	2	0
ENSCAFG00000025698	212	212	0
ENSCAFG00000027567	509	509	0
ENSCAFG00000020514	6	6	0
ENSCAFG00000022825	148	148	0
ENSCAFG00000022858	73	69	4
ENSCAFG00000025708	66	66	0
ENSCAFG00000022774	689	689	0
ENSCAFG00000022790	410	410	0
ENSCAFG00000049039	0	0	0
ENSCAFG00000044768	0	0	0
ENSCAFG00000049262	0	0	0
ENSCAFG00000050006	0	0	0
ENSCAFG00000048839	0	0	0
ENSCAFG00000043437	0	0	0
ENSCAFG00000042082	0	0	0
ENSCAFG00000046872	0	0	0
ENSCAFG00000043975	0	0	0
ENSCAFG00000047838	0	0	0
ENSCAFG00000047926	0	0	0
ENSCAFG00000049145	2	2	0
ENSCAFG00000028340	5	5	0
ENSCAFG00000041572	0	0	0
ENSCAFG00000041644	0	0	0
ENSCAFG00000043043	0	0	0
ENSCAFG00000025703	0	0	0
ENSCAFG00000027838	0	0	0
ENSCAFG00000020575	931	931	0
ENSCAFG00000022781	1419	1419	0
ENSCAFG00000020520	329	329	0
ENSCAFG00000025631	49	49	0
ENSCAFG00000020640	51	39	12
ENSCAFG00000046426	0	0	0
ENSCAFG00000044350	22	22	0
ENSCAFG00000020576	686	686	0
ENSCAFG00000020574	231000	231000	0
ENSCAFG00000020635	25306	25306	0
ENSCAFG00000020591	111	111	0
ENSCAFG00000020546	1172	1172	0
ENSCAFG00000020530	336	336	0
ENSCAFG00000020596	3837	3837	0
ENSCAFG00000020535	268	268	0
ENSCAFG00000020624	152	152	0
ENSCAFG00000049990	0	0	0
ENSCAFG00000031179	0	0	0
ENSCAFG00000031186	0	0	0
ENSCAFG00000029160	0	0	0
ENSCAFG00000044150	0	0	0
ENSCAFG00000025699	36260	36260	0
ENSCAFG00000020445	9260	9260	0
ENSCAFG00000025727	13336	13336	0
ENSCAFG00000026730	556	556	0
ENSCAFG00000046623	0	0	0
ENSCAFG00000032159	192	192	0
ENSCAFG00000025625	241	241	0
ENSCAFG00000049366	0	0	0
ENSCAFG00000027652	0	0	0
ENSCAFG00000020622	0	0	0
ENSCAFG00000046717	0	0	0
ENSCAFG00000044106	0	0	0
ENSCAFG00000048242	0	0	0
ENSCAFG00000020506	1	1	0
ENSCAFG00000041275	6	6	0
ENSCAFG00000020511	5	5	0
ENSCAFG00000043449	578	578	0
ENSCAFG00000046125	0	0	0
ENSCAFG00000020522	3856	3856	0
ENSCAFG00000048425	0	0	0
ENSCAFG00000025677	1001	1001	0
ENSCAFG00000020473	20	20	0
ENSCAFG00000041648	0	0	0
ENSCAFG00000049618	0	0	0
ENSCAFG00000020479	24	24	0
ENSCAFG00000020448	127	127	0
ENSCAFG00000020503	2481	2481	0
ENSCAFG00000041656	0	0	0
ENSCAFG00000020636	13	13	0
ENSCAFG00000025661	1	1	0
ENSCAFG00000042172	0	0	0
ENSCAFG00000020556	3290	3290	0
ENSCAFG00000022775	1643	1642	1
ENSCAFG00000020627	51	51	0
ENSCAFG00000046189	0	0	0
ENSCAFG00000048990	0	0	0
ENSCAFG00000025628	4	4	0
ENSCAFG00000048507	0	0	0
ENSCAFG00000020598	44	44	0
ENSCAFG00000022951	183	183	0
ENSCAFG00000020643	103	0	103
ENSCAFG00000020597	12	12	0
ENSCAFG00000048686	0	0	0
ENSCAFG00000022827	7	7	0
ENSCAFG00000020569	721	721	0
ENSCAFG00000020455	15501	15501	0
ENSCAFG00000022815	152	152	0
ENSCAFG00000026846	11	11	0
ENSCAFG00000026634	60	60	0
ENSCAFG00000025741	0	0	0
ENSCAFG00000026768	12	12	0
ENSCAFG00000020469	6	3	3
ENSCAFG00000042161	19	19	0
ENSCAFG00000025665	18406	18406	0
ENSCAFG00000045681	0	0	0
ENSCAFG00000020519	81720	81720	0
ENSCAFG00000025649	34431	34431	0
ENSCAFG00000020443	632334	632334	0
ENSCAFG00000044661	12	12	0
ENSCAFG00000030650	13	13	0
ENSCAFG00000043073	0	0	0
ENSCAFG00000042321	0	0	0
ENSCAFG00000043760	0	0	0
ENSCAFG00000027122	0	0	0
ENSCAFG00000049057	0	0	0
ENSCAFG00000020610	3	3	0
ENSCAFG00000022832	0	0	0
ENSCAFG00000025709	32	32	0
ENSCAFG00000043963	0	0	0
ENSCAFG00000020539	3	3	0
ENSCAFG00000044954	0	0	0
ENSCAFG00000041908	0	0	0
ENSCAFG00000049287	0	0	0
ENSCAFG00000025645	73	73	0
ENSCAFG00000020498	14	14	0
ENSCAFG00000030248	0	0	0
ENSCAFG00000032539	0	0	0
ENSCAFG00000020630	290	290	0
ENSCAFG00000020572	1	1	0
ENSCAFG00000048163	0	0	0
ENSCAFG00000022783	0	0	0
ENSCAFG00000049324	29	29	0
ENSCAFG00000020595	100	100	0
ENSCAFG00000020536	3466	3464	2
ENSCAFG00000046537	201	201	0
ENSCAFG00000044245	257	257	0
ENSCAFG00000049374	1	1	0
ENSCAFG00000020549	0	0	0
ENSCAFG00000026507	50	50	0
ENSCAFG00000020621	2	2	0
ENSCAFG00000020524	2523	2523	0
ENSCAFG00000020633	42	42	0
ENSCAFG00000028108	561	561	0
ENSCAFG00000042120	712	712	0
ENSCAFG00000025719	1442	1442	0
ENSCAFG00000025680	3043	3043	0
ENSCAFG00000020648	4657	4657	0
ENSCAFG00000027636	0	0	0
ENSCAFG00000047085	0	0	0
ENSCAFG00000045414	1	1	0
ENSCAFG00000049121	0	0	0
ENSCAFG00000025662	1698	1698	0
ENSCAFG00000042080	0	0	0
ENSCAFG00000041616	0	0	0
ENSCAFG00000020593	86	86	0
ENSCAFG00000025734	524	524	0
ENSCAFG00000047649	0	0	0
ENSCAFG00000026614	71	71	0
ENSCAFG00000048389	0	0	0
ENSCAFG00000043228	0	0	0
ENSCAFG00000049771	0	0	0
ENSCAFG00000041108	0	0	0
ENSCAFG00000020492	758	758	0
ENSCAFG00000042688	0	0	0
ENSCAFG00000020516	2	2	0
ENSCAFG00000020484	15296	15296	0
ENSCAFG00000020464	10563	10563	0
ENSCAFG00000048691	0	0	0
ENSCAFG00000042029	0	0	0
ENSCAFG00000043352	0	0	0
ENSCAFG00000030722	5	4	1
ENSCAFG00000026592	1303	1303	0
ENSCAFG00000022791	15	15	0
ENSCAFG00000025718	12	12	0
ENSCAFG00000046610	0	0	0
ENSCAFG00000027554	0	0	0
ENSCAFG00000026594	1	1	0
ENSCAFG00000026571	2	2	0
ENSCAFG00000020512	324	324	0
ENSCAFG00000025644	2048	2048	0
ENSCAFG00000020615	1702	1702	0
ENSCAFG00000026477	611	611	0
ENSCAFG00000042200	0	0	0
ENSCAFG00000042492	186	186	0
ENSCAFG00000022765	973	973	0
ENSCAFG00000022762	29	29	0
ENSCAFG00000022840	72	72	0
ENSCAFG00000020618	8533	8533	0
ENSCAFG00000025720	137	137	0
ENSCAFG00000020517	452	452	0
ENSCAFG00000020614	631	631	0
ENSCAFG00000025655	3447	3447	0
ENSCAFG00000020573	4351	4351	0
ENSCAFG00000026742	11	11	0
ENSCAFG00000020533	92	92	0
ENSCAFG00000025656	69	69	0
ENSCAFG00000025684	53	53	0
ENSCAFG00000022766	1486	1486	0
ENSCAFG00000025738	268	268	0
ENSCAFG00000029193	219	219	0
ENSCAFG00000027782	51	51	0
ENSCAFG00000026808	1	1	0
ENSCAFG00000026682	79	79	0
ENSCAFG00000022830	113	113	0
ENSCAFG00000026524	659	659	0
ENSCAFG00000022838	0	0	0
ENSCAFG00000022796	32	32	0
ENSCAFG00000020486	459	459	0
ENSCAFG00000025637	98	98	0
ENSCAFG00000025674	3	3	0
ENSCAFG00000020483	5	5	0
ENSCAFG00000049813	0	0	0
ENSCAFG00000020625	70	70	0
ENSCAFG00000025737	19	19	0
ENSCAFG00000045843	0	0	0
ENSCAFG00000025700	0	0	0
ENSCAFG00000020557	1581	1581	0
ENSCAFG00000020585	145301	145301	0
ENSCAFG00000045215	2	2	0
ENSCAFG00000046565	0	0	0
ENSCAFG00000048842	0	0	0
ENSCAFG00000028270	1	1	0
ENSCAFG00000020631	411	411	0
ENSCAFG00000044658	31162	31158	4
ENSCAFG00000022942	180	180	0
ENSCAFG00000026767	235	235	0
ENSCAFG00000046297	3	3	0
ENSCAFG00000020552	20	20	0
ENSCAFG00000049204	0	0	0
ENSCAFG00000026795	13	13	0
ENSCAFG00000049090	0	0	0
ENSCAFG00000048969	0	0	0
ENSCAFG00000048652	1	1	0
ENSCAFG00000025696	3	3	0
ENSCAFG00000020619	0	0	0
ENSCAFG00000042382	4	4	0
ENSCAFG00000048248	0	0	0
ENSCAFG00000045852	0	0	0
ENSCAFG00000026752	138	138	0
ENSCAFG00000040972	0	0	0
ENSCAFG00000044629	0	0	0
ENSCAFG00000047160	0	0	0
ENSCAFG00000045055	0	0	0
ENSCAFG00000045256	0	0	0
ENSCAFG00000047586	0	0	0
ENSCAFG00000025650	158	158	0
ENSCAFG00000020447	32834	32832	2
ENSCAFG00000025735	0	0	0
ENSCAFG00000027864	0	0	0
ENSCAFG00000043040	0	0	0
ENSCAFG00000031591	0	0	0
ENSCAFG00000047537	0	0	0
ENSCAFG00000020632	1052	1052	0
ENSCAFG00000026763	0	0	0
ENSCAFG00000020605	2	1	1
ENSCAFG00000046924	0	0	0
ENSCAFG00000022821	22	22	0
ENSCAFG00000026488	0	0	0
ENSCAFG00000044039	0	0	0
ENSCAFG00000025717	16050	16050	0
ENSCAFG00000020612	235323	235323	0
ENSCAFG00000022759	14046	14046	0
ENSCAFG00000048175	0	0	0
ENSCAFG00000044899	0	0	0
ENSCAFG00000020487	198	198	0
ENSCAFG00000025739	77	77	0
ENSCAFG00000047158	0	0	0
ENSCAFG00000022936	0	0	0
ENSCAFG00000020467	2152	2152	0
ENSCAFG00000020639	37	37	0
ENSCAFG00000020582	246	246	0
ENSCAFG00000025729	5598	5598	0
ENSCAFG00000020638	5	5	0
ENSCAFG00000020505	1162	1162	0
