N_unmapped	3233841	3233841	3233841
N_multimapping	11422819	11422819	11422819
N_noFeature	792236	795642	4727639
N_ambiguous	7	7	0
ENSCAFG00000020565	6758	6758	0
ENSCAFG00000020481	3334	3334	0
ENSCAFG00000026764	1	0	1
ENSCAFG00000025670	1990	1990	0
ENSCAFG00000020644	11	11	0
ENSCAFG00000025658	548	548	0
ENSCAFG00000025742	268	268	0
ENSCAFG00000043336	329	329	0
ENSCAFG00000025704	440	440	0
ENSCAFG00000044681	0	0	0
ENSCAFG00000025726	2325	2325	0
ENSCAFG00000020459	9778	9778	0
ENSCAFG00000038673	0	0	0
ENSCAFG00000048424	0	0	0
ENSCAFG00000027199	37	37	0
ENSCAFG00000025633	12	12	0
ENSCAFG00000043394	419	419	0
ENSCAFG00000022770	190	190	0
ENSCAFG00000025712	3441	3439	2
ENSCAFG00000022820	4	4	0
ENSCAFG00000025638	5364	5363	1
ENSCAFG00000048852	7	7	0
ENSCAFG00000022763	3	3	0
ENSCAFG00000020518	3139	3139	0
ENSCAFG00000026666	0	0	0
ENSCAFG00000042350	0	0	0
ENSCAFG00000025657	1349	1349	0
ENSCAFG00000022958	0	0	0
ENSCAFG00000044664	0	0	0
ENSCAFG00000020474	0	0	0
ENSCAFG00000044506	0	0	0
ENSCAFG00000027813	0	0	0
ENSCAFG00000022794	3771	3771	0
ENSCAFG00000025724	188	188	0
ENSCAFG00000025668	1	1	0
ENSCAFG00000025654	376	376	0
ENSCAFG00000022764	7	7	0
ENSCAFG00000025698	1019	1019	0
ENSCAFG00000027567	1546	1546	0
ENSCAFG00000020514	11	11	0
ENSCAFG00000022825	819	819	0
ENSCAFG00000022858	132	131	1
ENSCAFG00000025708	258	258	0
ENSCAFG00000022774	654	654	0
ENSCAFG00000022790	392	392	0
ENSCAFG00000049039	0	0	0
ENSCAFG00000044768	0	0	0
ENSCAFG00000049262	0	0	0
ENSCAFG00000050006	0	0	0
ENSCAFG00000048839	0	0	0
ENSCAFG00000043437	0	0	0
ENSCAFG00000042082	0	0	0
ENSCAFG00000046872	0	0	0
ENSCAFG00000043975	0	0	0
ENSCAFG00000047838	0	0	0
ENSCAFG00000047926	0	0	0
ENSCAFG00000049145	2	2	0
ENSCAFG00000028340	0	0	0
ENSCAFG00000041572	0	0	0
ENSCAFG00000041644	0	0	0
ENSCAFG00000043043	0	0	0
ENSCAFG00000025703	0	0	0
ENSCAFG00000027838	4	4	0
ENSCAFG00000020575	303	303	0
ENSCAFG00000022781	963	963	0
ENSCAFG00000020520	425	425	0
ENSCAFG00000025631	51	51	0
ENSCAFG00000020640	39	13	26
ENSCAFG00000046426	0	0	0
ENSCAFG00000044350	40	40	0
ENSCAFG00000020576	482	482	0
ENSCAFG00000020574	265683	265683	0
ENSCAFG00000020635	28907	28907	0
ENSCAFG00000020591	82	82	0
ENSCAFG00000020546	2621	2621	0
ENSCAFG00000020530	778	778	0
ENSCAFG00000020596	3723	3723	0
ENSCAFG00000020535	421	421	0
ENSCAFG00000020624	208	208	0
ENSCAFG00000049990	0	0	0
ENSCAFG00000031179	0	0	0
ENSCAFG00000031186	0	0	0
ENSCAFG00000029160	0	0	0
ENSCAFG00000044150	0	0	0
ENSCAFG00000025699	66237	66237	0
ENSCAFG00000020445	8169	8169	0
ENSCAFG00000025727	15381	15381	0
ENSCAFG00000026730	195	195	0
ENSCAFG00000046623	0	0	0
ENSCAFG00000032159	546	546	0
ENSCAFG00000025625	332	332	0
ENSCAFG00000049366	0	0	0
ENSCAFG00000027652	0	0	0
ENSCAFG00000020622	0	0	0
ENSCAFG00000046717	0	0	0
ENSCAFG00000044106	0	0	0
ENSCAFG00000048242	0	0	0
ENSCAFG00000020506	1	1	0
ENSCAFG00000041275	4	4	0
ENSCAFG00000020511	1	1	0
ENSCAFG00000043449	414	414	0
ENSCAFG00000046125	0	0	0
ENSCAFG00000020522	7106	7106	0
ENSCAFG00000048425	0	0	0
ENSCAFG00000025677	1349	1349	0
ENSCAFG00000020473	28	28	0
ENSCAFG00000041648	0	0	0
ENSCAFG00000049618	0	0	0
ENSCAFG00000020479	50	50	0
ENSCAFG00000020448	178	178	0
ENSCAFG00000020503	5991	5991	0
ENSCAFG00000041656	0	0	0
ENSCAFG00000020636	1	1	0
ENSCAFG00000025661	0	0	0
ENSCAFG00000042172	0	0	0
ENSCAFG00000020556	3401	3401	0
ENSCAFG00000022775	1189	1188	1
ENSCAFG00000020627	58	58	0
ENSCAFG00000046189	0	0	0
ENSCAFG00000048990	0	0	0
ENSCAFG00000025628	2	2	0
ENSCAFG00000048507	0	0	0
ENSCAFG00000020598	100	100	0
ENSCAFG00000022951	36	36	0
ENSCAFG00000020643	25	1	24
ENSCAFG00000020597	3	3	0
ENSCAFG00000048686	0	0	0
